z,a,t_Gyr,H_norm,Lambda_norm,w,OmL_eff
3.1248,0.242434,2.0182,4.639543,0.723705,-1.171183,0.023563
3.1218,0.242614,2.0204,4.634515,0.723981,-1.171263,0.023623
3.1187,0.242794,2.0226,4.629498,0.724257,-1.171343,0.023683
3.1157,0.242974,2.0249,4.624492,0.724533,-1.171422,0.023743
3.1126,0.243154,2.0271,4.619498,0.724810,-1.171502,0.023804
3.1096,0.243334,2.0294,4.614515,0.725086,-1.171581,0.023864
3.1065,0.243514,2.0316,4.609543,0.725362,-1.171660,0.023925
3.1035,0.243694,2.0338,4.604582,0.725638,-1.171739,0.023986
3.1005,0.243874,2.0361,4.599632,0.725914,-1.171817,0.024046
3.0975,0.244053,2.0383,4.594693,0.726189,-1.171895,0.024107
3.0944,0.244233,2.0405,4.589765,0.726465,-1.171974,0.024168
3.0914,0.244413,2.0428,4.584848,0.726741,-1.172052,0.024229
3.0884,0.244592,2.0450,4.579942,0.727016,-1.172129,0.024290
3.0854,0.244772,2.0472,4.575047,0.727292,-1.172207,0.024352
3.0824,0.244951,2.0495,4.570162,0.727567,-1.172284,0.024413
3.0795,0.245131,2.0517,4.565289,0.727843,-1.172362,0.024474
3.0765,0.245310,2.0539,4.560426,0.728118,-1.172439,0.024536
3.0735,0.245489,2.0562,4.555574,0.728394,-1.172515,0.024597
3.0705,0.245668,2.0584,4.550732,0.728669,-1.172592,0.024659
3.0676,0.245847,2.0606,4.545901,0.728944,-1.172668,0.024721
3.0646,0.246026,2.0629,4.541081,0.729219,-1.172744,0.024783
3.0616,0.246205,2.0651,4.536271,0.729494,-1.172820,0.024845
3.0587,0.246384,2.0673,4.531472,0.729769,-1.172896,0.024907
3.0558,0.246563,2.0696,4.526684,0.730044,-1.172972,0.024969
3.0528,0.246742,2.0718,4.521906,0.730319,-1.173047,0.025031
3.0499,0.246921,2.0741,4.517138,0.730594,-1.173123,0.025093
3.0470,0.247100,2.0763,4.512381,0.730868,-1.173198,0.025156
3.0440,0.247278,2.0785,4.507634,0.731143,-1.173272,0.025218
3.0411,0.247457,2.0808,4.502897,0.731417,-1.173347,0.025281
3.0382,0.247635,2.0830,4.498171,0.731692,-1.173421,0.025344
3.0353,0.247814,2.0852,4.493455,0.731966,-1.173496,0.025406
3.0324,0.247992,2.0875,4.488750,0.732241,-1.173570,0.025469
3.0295,0.248171,2.0897,4.484054,0.732515,-1.173644,0.025532
3.0266,0.248349,2.0919,4.479369,0.732789,-1.173717,0.025595
3.0237,0.248527,2.0942,4.474694,0.733063,-1.173791,0.025658
3.0208,0.248705,2.0964,4.470029,0.733337,-1.173864,0.025721
3.0179,0.248883,2.0986,4.465374,0.733611,-1.173937,0.025785
3.0151,0.249062,2.1009,4.460729,0.733885,-1.174010,0.025848
3.0122,0.249240,2.1031,4.456094,0.734159,-1.174083,0.025911
3.0093,0.249417,2.1053,4.451469,0.734433,-1.174155,0.025975
3.0065,0.249595,2.1076,4.446854,0.734707,-1.174227,0.026039
3.0036,0.249773,2.1098,4.442249,0.734980,-1.174299,0.026102
3.0008,0.249951,2.1120,4.437654,0.735254,-1.174371,0.026166
2.9979,0.250129,2.1143,4.433069,0.735528,-1.174443,0.026230
2.9951,0.250306,2.1165,4.428493,0.735801,-1.174515,0.026294
2.9923,0.250484,2.1188,4.423928,0.736074,-1.174586,0.026358
2.9894,0.250662,2.1210,4.419372,0.736348,-1.174657,0.026422
2.9866,0.250839,2.1232,4.414826,0.736621,-1.174728,0.026487
2.9838,0.251016,2.1255,4.410289,0.736894,-1.174799,0.026551
2.9810,0.251194,2.1277,4.405763,0.737167,-1.174869,0.026616
2.9782,0.251371,2.1299,4.401245,0.737440,-1.174940,0.026680
2.9754,0.251548,2.1322,4.396738,0.737713,-1.175010,0.026745
2.9726,0.251726,2.1344,4.392240,0.737986,-1.175080,0.026809
2.9698,0.251903,2.1366,4.387752,0.738259,-1.175149,0.026874
2.9670,0.252080,2.1389,4.383273,0.738532,-1.175219,0.026939
2.9642,0.252257,2.1411,4.378804,0.738805,-1.175288,0.027004
2.9614,0.252434,2.1433,4.374344,0.739077,-1.175358,0.027069
2.9587,0.252611,2.1456,4.369893,0.739350,-1.175427,0.027134
2.9559,0.252788,2.1478,4.365452,0.739622,-1.175495,0.027200
2.9531,0.252964,2.1500,4.361021,0.739895,-1.175564,0.027265
2.9504,0.253141,2.1523,4.356599,0.740167,-1.175633,0.027330
2.9476,0.253318,2.1545,4.352186,0.740439,-1.175701,0.027396
2.9449,0.253495,2.1567,4.347782,0.740712,-1.175769,0.027462
2.9421,0.253671,2.1590,4.343388,0.740984,-1.175837,0.027527
2.9394,0.253848,2.1612,4.339002,0.741256,-1.175904,0.027593
2.9366,0.254024,2.1635,4.334626,0.741528,-1.175972,0.027659
2.9339,0.254201,2.1657,4.330260,0.741800,-1.176039,0.027725
2.9312,0.254377,2.1679,4.325902,0.742072,-1.176106,0.027791
2.9285,0.254553,2.1702,4.321553,0.742343,-1.176173,0.027857
2.9257,0.254729,2.1724,4.317214,0.742615,-1.176240,0.027923
2.9230,0.254906,2.1746,4.312884,0.742887,-1.176306,0.027990
2.9203,0.255082,2.1769,4.308562,0.743158,-1.176373,0.028056
2.9176,0.255258,2.1791,4.304250,0.743430,-1.176439,0.028123
2.9149,0.255434,2.1813,4.299947,0.743701,-1.176505,0.028189
2.9122,0.255610,2.1836,4.295652,0.743973,-1.176571,0.028256
2.9095,0.255786,2.1858,4.291367,0.744244,-1.176636,0.028323
2.9068,0.255962,2.1880,4.287090,0.744515,-1.176702,0.028390
2.9042,0.256138,2.1903,4.282823,0.744786,-1.176767,0.028457
2.9015,0.256313,2.1925,4.278564,0.745057,-1.176832,0.028524
2.8988,0.256489,2.1947,4.274314,0.745329,-1.176897,0.028591
2.8961,0.256665,2.1970,4.270073,0.745599,-1.176961,0.028658
2.8935,0.256840,2.1992,4.265840,0.745870,-1.177026,0.028725
2.8908,0.257016,2.2014,4.261616,0.746141,-1.177090,0.028793
2.8882,0.257191,2.2037,4.257401,0.746412,-1.177154,0.028860
2.8855,0.257367,2.2059,4.253195,0.746682,-1.177218,0.028928
2.8829,0.257542,2.2082,4.248997,0.746953,-1.177282,0.028996
2.8802,0.257717,2.2104,4.244808,0.747224,-1.177345,0.029063
2.8776,0.257893,2.2126,4.240628,0.747494,-1.177408,0.029131
2.8749,0.258068,2.2149,4.236456,0.747764,-1.177472,0.029199
2.8723,0.258243,2.2171,4.232293,0.748035,-1.177534,0.029267
2.8697,0.258418,2.2193,4.228138,0.748305,-1.177597,0.029335
2.8671,0.258593,2.2216,4.223992,0.748575,-1.177660,0.029404
2.8645,0.258768,2.2238,4.219854,0.748845,-1.177722,0.029472
2.8618,0.258943,2.2260,4.215725,0.749115,-1.177784,0.029540
2.8592,0.259118,2.2283,4.211604,0.749385,-1.177846,0.029609
2.8566,0.259293,2.2305,4.207491,0.749655,-1.177908,0.029677
2.8540,0.259468,2.2327,4.203387,0.749925,-1.177970,0.029746
2.8514,0.259643,2.2350,4.199291,0.750194,-1.178031,0.029815
2.8489,0.259817,2.2372,4.195204,0.750464,-1.178092,0.029884
2.8463,0.259992,2.2394,4.191125,0.750734,-1.178154,0.029953
2.8437,0.260167,2.2417,4.187054,0.751003,-1.178214,0.030022
2.8411,0.260341,2.2439,4.182991,0.751272,-1.178275,0.030091
2.8385,0.260516,2.2461,4.178937,0.751542,-1.178336,0.030160
2.8360,0.260690,2.2484,4.174891,0.751811,-1.178396,0.030229
2.8334,0.260864,2.2506,4.170853,0.752080,-1.178456,0.030299
2.8308,0.261039,2.2529,4.166823,0.752349,-1.178516,0.030368
2.8283,0.261213,2.2551,4.162801,0.752618,-1.178576,0.030438
2.8257,0.261387,2.2573,4.158787,0.752887,-1.178635,0.030508
2.8232,0.261561,2.2596,4.154782,0.753156,-1.178695,0.030577
2.8207,0.261736,2.2618,4.150784,0.753425,-1.178754,0.030647
2.8181,0.261910,2.2640,4.146795,0.753694,-1.178813,0.030717
2.8156,0.262084,2.2663,4.142813,0.753963,-1.178872,0.030787
2.8130,0.262258,2.2685,4.138840,0.754231,-1.178931,0.030857
2.8105,0.262431,2.2707,4.134875,0.754500,-1.178989,0.030928
2.8080,0.262605,2.2730,4.130917,0.754768,-1.179047,0.030998
2.8055,0.262779,2.2752,4.126967,0.755037,-1.179105,0.031068
2.8030,0.262953,2.2774,4.123026,0.755305,-1.179163,0.031139
2.8005,0.263127,2.2797,4.119092,0.755573,-1.179221,0.031209
2.7979,0.263300,2.2819,4.115166,0.755841,-1.179279,0.031280
2.7954,0.263474,2.2841,4.111247,0.756109,-1.179336,0.031351
2.7929,0.263647,2.2864,4.107337,0.756377,-1.179393,0.031422
2.7904,0.263821,2.2886,4.103434,0.756645,-1.179450,0.031493
2.7880,0.263994,2.2908,4.099540,0.756913,-1.179507,0.031564
2.7855,0.264168,2.2931,4.095652,0.757181,-1.179564,0.031635
2.7830,0.264341,2.2953,4.091773,0.757449,-1.179620,0.031706
2.7805,0.264514,2.2976,4.087901,0.757716,-1.179676,0.031777
2.7780,0.264688,2.2998,4.084037,0.757984,-1.179732,0.031849
2.7756,0.264861,2.3020,4.080181,0.758251,-1.179788,0.031920
2.7731,0.265034,2.3043,4.076332,0.758519,-1.179844,0.031992
2.7706,0.265207,2.3065,4.072491,0.758786,-1.179900,0.032063
2.7682,0.265380,2.3087,4.068657,0.759053,-1.179955,0.032135
2.7657,0.265553,2.3110,4.064831,0.759320,-1.180010,0.032207
2.7633,0.265726,2.3132,4.061013,0.759588,-1.180065,0.032279
2.7608,0.265899,2.3154,4.057202,0.759855,-1.180120,0.032351
2.7584,0.266072,2.3177,4.053398,0.760122,-1.180174,0.032423
2.7559,0.266245,2.3199,4.049602,0.760388,-1.180229,0.032495
2.7535,0.266417,2.3221,4.045813,0.760655,-1.180283,0.032568
2.7511,0.266590,2.3244,4.042032,0.760922,-1.180337,0.032640
2.7486,0.266763,2.3266,4.038258,0.761189,-1.180391,0.032713
2.7462,0.266935,2.3288,4.034492,0.761455,-1.180445,0.032785
2.7438,0.267108,2.3311,4.030733,0.761722,-1.180498,0.032858
2.7414,0.267281,2.3333,4.026981,0.761988,-1.180552,0.032931
2.7390,0.267453,2.3355,4.023237,0.762254,-1.180605,0.033003
2.7366,0.267625,2.3378,4.019500,0.762521,-1.180658,0.033076
2.7342,0.267798,2.3400,4.015770,0.762787,-1.180711,0.033149
2.7318,0.267970,2.3423,4.012047,0.763053,-1.180763,0.033223
2.7294,0.268142,2.3445,4.008332,0.763319,-1.180816,0.033296
2.7270,0.268315,2.3467,4.004624,0.763585,-1.180868,0.033369
2.7246,0.268487,2.3490,4.000923,0.763851,-1.180920,0.033443
2.7222,0.268659,2.3512,3.997229,0.764117,-1.180972,0.033516
2.7198,0.268831,2.3534,3.993543,0.764382,-1.181024,0.033590
2.7174,0.269003,2.3557,3.989863,0.764648,-1.181075,0.033663
2.7151,0.269175,2.3579,3.986191,0.764914,-1.181127,0.033737
2.7127,0.269347,2.3601,3.982526,0.765179,-1.181178,0.033811
2.7103,0.269519,2.3624,3.978868,0.765445,-1.181229,0.033885
2.7080,0.269690,2.3646,3.975217,0.765710,-1.181280,0.033959
2.7056,0.269862,2.3668,3.971573,0.765975,-1.181330,0.034033
2.7032,0.270034,2.3691,3.967935,0.766240,-1.181381,0.034107
2.7009,0.270206,2.3713,3.964305,0.766506,-1.181431,0.034182
2.6985,0.270377,2.3735,3.960682,0.766771,-1.181481,0.034256
2.6962,0.270549,2.3758,3.957066,0.767036,-1.181531,0.034330
2.6938,0.270720,2.3780,3.953457,0.767300,-1.181581,0.034405
2.6915,0.270892,2.3802,3.949855,0.767565,-1.181631,0.034480
2.6892,0.271063,2.3825,3.946259,0.767830,-1.181680,0.034555
2.6868,0.271235,2.3847,3.942671,0.768095,-1.181729,0.034629
2.6845,0.271406,2.3869,3.939089,0.768359,-1.181778,0.034704
2.6822,0.271577,2.3892,3.935514,0.768624,-1.181827,0.034779
2.6799,0.271749,2.3914,3.931946,0.768888,-1.181876,0.034855
2.6776,0.271920,2.3937,3.928385,0.769152,-1.181924,0.034930
2.6752,0.272091,2.3959,3.924831,0.769417,-1.181973,0.035005
2.6729,0.272262,2.3981,3.921283,0.769681,-1.182021,0.035080
2.6706,0.272433,2.4004,3.917742,0.769945,-1.182069,0.035156
2.6683,0.272604,2.4026,3.914208,0.770209,-1.182117,0.035232
2.6660,0.272775,2.4048,3.910681,0.770473,-1.182164,0.035307
2.6637,0.272946,2.4071,3.907160,0.770737,-1.182212,0.035383
2.6614,0.273117,2.4093,3.903646,0.771001,-1.182259,0.035459
2.6591,0.273288,2.4115,3.900138,0.771264,-1.182306,0.035535
2.6569,0.273458,2.4138,3.896638,0.771528,-1.182353,0.035611
2.6546,0.273629,2.4160,3.893143,0.771791,-1.182400,0.035687
2.6523,0.273800,2.4182,3.889656,0.772055,-1.182446,0.035763
2.6500,0.273971,2.4205,3.886175,0.772318,-1.182493,0.035840
2.6478,0.274141,2.4227,3.882700,0.772582,-1.182539,0.035916
2.6455,0.274312,2.4249,3.879232,0.772845,-1.182585,0.035992
2.6432,0.274482,2.4272,3.875771,0.773108,-1.182631,0.036069
2.6410,0.274653,2.4294,3.872316,0.773371,-1.182677,0.036146
2.6387,0.274823,2.4316,3.868867,0.773634,-1.182722,0.036223
2.6365,0.274993,2.4339,3.865426,0.773897,-1.182767,0.036299
2.6342,0.275164,2.4361,3.861990,0.774160,-1.182813,0.036376
2.6320,0.275334,2.4384,3.858561,0.774423,-1.182858,0.036453
2.6297,0.275504,2.4406,3.855138,0.774685,-1.182902,0.036531
2.6275,0.275674,2.4428,3.851722,0.774948,-1.182947,0.036608
2.6252,0.275845,2.4451,3.848312,0.775210,-1.182992,0.036685
2.6230,0.276015,2.4473,3.844909,0.775473,-1.183036,0.036763
2.6208,0.276185,2.4495,3.841512,0.775735,-1.183080,0.036840
2.6185,0.276355,2.4518,3.838121,0.775997,-1.183124,0.036918
2.6163,0.276525,2.4540,3.834736,0.776260,-1.183168,0.036995
2.6141,0.276694,2.4562,3.831358,0.776522,-1.183211,0.037073
2.6119,0.276864,2.4585,3.827986,0.776784,-1.183255,0.037151
2.6097,0.277034,2.4607,3.824620,0.777046,-1.183298,0.037229
2.6075,0.277204,2.4629,3.821261,0.777308,-1.183341,0.037307
2.6052,0.277374,2.4652,3.817908,0.777569,-1.183384,0.037385
2.6030,0.277543,2.4674,3.814561,0.777831,-1.183427,0.037463
2.6008,0.277713,2.4696,3.811220,0.778093,-1.183469,0.037542
2.5986,0.277883,2.4719,3.807885,0.778354,-1.183512,0.037620
2.5964,0.278052,2.4741,3.804557,0.778616,-1.183554,0.037699
2.5943,0.278222,2.4763,3.801234,0.778877,-1.183596,0.037777
2.5921,0.278391,2.4786,3.797918,0.779138,-1.183638,0.037856
2.5899,0.278560,2.4808,3.794608,0.779400,-1.183679,0.037935
2.5877,0.278730,2.4831,3.791304,0.779661,-1.183721,0.038014
2.5855,0.278899,2.4853,3.788006,0.779922,-1.183762,0.038093
2.5834,0.279068,2.4875,3.784714,0.780183,-1.183803,0.038172
2.5812,0.279238,2.4898,3.781429,0.780444,-1.183844,0.038251
2.5790,0.279407,2.4920,3.778149,0.780705,-1.183885,0.038330
2.5768,0.279576,2.4942,3.774875,0.780965,-1.183926,0.038409
2.5747,0.279745,2.4965,3.771607,0.781226,-1.183966,0.038489
2.5725,0.279914,2.4987,3.768345,0.781487,-1.184007,0.038568
2.5704,0.280083,2.5009,3.765090,0.781747,-1.184047,0.038648
2.5682,0.280252,2.5032,3.761840,0.782007,-1.184087,0.038728
2.5661,0.280421,2.5054,3.758596,0.782268,-1.184127,0.038807
2.5639,0.280590,2.5076,3.755358,0.782528,-1.184166,0.038887
2.5618,0.280759,2.5099,3.752126,0.782788,-1.184206,0.038967
2.5596,0.280928,2.5121,3.748899,0.783048,-1.184245,0.039047
2.5575,0.281096,2.5143,3.745679,0.783308,-1.184284,0.039128
2.5554,0.281265,2.5166,3.742464,0.783568,-1.184323,0.039208
2.5532,0.281434,2.5188,3.739256,0.783828,-1.184362,0.039288
2.5511,0.281602,2.5210,3.736053,0.784088,-1.184400,0.039369
2.5490,0.281771,2.5233,3.732856,0.784347,-1.184439,0.039449
2.5469,0.281939,2.5255,3.729664,0.784607,-1.184477,0.039530
2.5447,0.282108,2.5278,3.726479,0.784867,-1.184515,0.039610
2.5426,0.282276,2.5300,3.723299,0.785126,-1.184553,0.039691
2.5405,0.282445,2.5322,3.720125,0.785385,-1.184591,0.039772
2.5384,0.282613,2.5345,3.716957,0.785645,-1.184628,0.039853
2.5363,0.282781,2.5367,3.713794,0.785904,-1.184666,0.039934
2.5342,0.282950,2.5389,3.710638,0.786163,-1.184703,0.040015
2.5321,0.283118,2.5412,3.707486,0.786422,-1.184740,0.040097
2.5300,0.283286,2.5434,3.704341,0.786681,-1.184777,0.040178
2.5279,0.283454,2.5456,3.701201,0.786940,-1.184814,0.040259
2.5258,0.283622,2.5479,3.698067,0.787198,-1.184850,0.040341
2.5237,0.283790,2.5501,3.694938,0.787457,-1.184887,0.040423
2.5216,0.283958,2.5523,3.691815,0.787716,-1.184923,0.040504
2.5196,0.284126,2.5546,3.688698,0.787974,-1.184959,0.040586
2.5175,0.284294,2.5568,3.685586,0.788233,-1.184995,0.040668
2.5154,0.284462,2.5590,3.682480,0.788491,-1.185031,0.040750
2.5133,0.284630,2.5613,3.679380,0.788749,-1.185066,0.040832
2.5113,0.284798,2.5635,3.676284,0.789007,-1.185102,0.040914
2.5092,0.284966,2.5657,3.673195,0.789266,-1.185137,0.040996
2.5071,0.285133,2.5680,3.670111,0.789524,-1.185172,0.041079
2.5051,0.285301,2.5702,3.667032,0.789782,-1.185207,0.041161
2.5030,0.285469,2.5725,3.663959,0.790039,-1.185241,0.041244
2.5010,0.285636,2.5747,3.660891,0.790297,-1.185276,0.041326
2.4989,0.285804,2.5769,3.657829,0.790555,-1.185310,0.041409
2.4969,0.285971,2.5792,3.654773,0.790812,-1.185345,0.041492
2.4948,0.286139,2.5814,3.651721,0.791070,-1.185379,0.041575
2.4928,0.286306,2.5836,3.648675,0.791327,-1.185413,0.041658
2.4907,0.286473,2.5859,3.645635,0.791585,-1.185446,0.041741
2.4887,0.286641,2.5881,3.642600,0.791842,-1.185480,0.041824
2.4867,0.286808,2.5903,3.639570,0.792099,-1.185513,0.041907
2.4846,0.286975,2.5926,3.636546,0.792356,-1.185546,0.041991
2.4826,0.287143,2.5948,3.633527,0.792613,-1.185579,0.042074
2.4806,0.287310,2.5970,3.630513,0.792870,-1.185612,0.042158
2.4785,0.287477,2.5993,3.627504,0.793127,-1.185645,0.042241
2.4765,0.287644,2.6015,3.624501,0.793384,-1.185678,0.042325
2.4745,0.287811,2.6037,3.621503,0.793640,-1.185710,0.042409
2.4725,0.287978,2.6060,3.618511,0.793897,-1.185742,0.042493
2.4705,0.288145,2.6082,3.615524,0.794153,-1.185774,0.042577
2.4685,0.288312,2.6104,3.612542,0.794410,-1.185806,0.042661
2.4665,0.288479,2.6127,3.609565,0.794666,-1.185838,0.042745
2.4645,0.288646,2.6149,3.606593,0.794922,-1.185869,0.042829
2.4625,0.288812,2.6172,3.603627,0.795179,-1.185901,0.042914
2.4605,0.288979,2.6194,3.600666,0.795435,-1.185932,0.042998
2.4585,0.289146,2.6216,3.597709,0.795691,-1.185963,0.043083
2.4565,0.289313,2.6239,3.594759,0.795947,-1.185994,0.043167
2.4545,0.289479,2.6261,3.591813,0.796202,-1.186025,0.043252
2.4525,0.289646,2.6283,3.588872,0.796458,-1.186055,0.043337
2.4505,0.289812,2.6306,3.585937,0.796714,-1.186086,0.043422
2.4485,0.289979,2.6328,3.583007,0.796969,-1.186116,0.043507
2.4465,0.290145,2.6350,3.580081,0.797225,-1.186146,0.043592
2.4446,0.290312,2.6373,3.577161,0.797480,-1.186176,0.043677
2.4426,0.290478,2.6395,3.574246,0.797736,-1.186206,0.043762
2.4406,0.290645,2.6417,3.571336,0.797991,-1.186235,0.043848
2.4387,0.290811,2.6440,3.568431,0.798246,-1.186265,0.043933
2.4367,0.290977,2.6462,3.565531,0.798501,-1.186294,0.044019
2.4347,0.291143,2.6484,3.562636,0.798756,-1.186323,0.044104
2.4328,0.291310,2.6507,3.559747,0.799011,-1.186352,0.044190
2.4308,0.291476,2.6529,3.556862,0.799266,-1.186381,0.044276
2.4289,0.291642,2.6551,3.553982,0.799520,-1.186409,0.044362
2.4269,0.291808,2.6574,3.551107,0.799775,-1.186438,0.044448
2.4250,0.291974,2.6596,3.548237,0.800029,-1.186466,0.044534
2.4230,0.292140,2.6619,3.545372,0.800284,-1.186494,0.044620
2.4211,0.292306,2.6641,3.542512,0.800538,-1.186522,0.044706
2.4191,0.292472,2.6663,3.539657,0.800792,-1.186550,0.044793
2.4172,0.292638,2.6686,3.536806,0.801047,-1.186578,0.044879
2.4153,0.292804,2.6708,3.533961,0.801301,-1.186605,0.044966
2.4133,0.292969,2.6730,3.531121,0.801555,-1.186632,0.045053
2.4114,0.293135,2.6753,3.528285,0.801809,-1.186660,0.045139
2.4095,0.293301,2.6775,3.525454,0.802063,-1.186687,0.045226
2.4075,0.293467,2.6797,3.522629,0.802316,-1.186713,0.045313
2.4056,0.293632,2.6820,3.519808,0.802570,-1.186740,0.045400
2.4037,0.293798,2.6842,3.516991,0.802824,-1.186767,0.045487
2.4018,0.293963,2.6864,3.514180,0.803077,-1.186793,0.045574
2.3999,0.294129,2.6887,3.511373,0.803330,-1.186819,0.045662
2.3980,0.294294,2.6909,3.508572,0.803584,-1.186845,0.045749
2.3960,0.294460,2.6931,3.505775,0.803837,-1.186871,0.045836
2.3941,0.294625,2.6954,3.502982,0.804090,-1.186897,0.045924
2.3922,0.294791,2.6976,3.500195,0.804343,-1.186922,0.046012
2.3903,0.294956,2.6998,3.497412,0.804596,-1.186948,0.046099
2.3884,0.295121,2.7021,3.494634,0.804849,-1.186973,0.046187
2.3865,0.295286,2.7043,3.491861,0.805102,-1.186998,0.046275
2.3846,0.295452,2.7066,3.489092,0.805355,-1.187023,0.046363
2.3828,0.295617,2.7088,3.486328,0.805607,-1.187047,0.046451
2.3809,0.295782,2.7110,3.483569,0.805860,-1.187072,0.046539
2.3790,0.295947,2.7133,3.480814,0.806112,-1.187096,0.046628
2.3771,0.296112,2.7155,3.478065,0.806364,-1.187121,0.046716
2.3752,0.296277,2.7177,3.475319,0.806617,-1.187145,0.046805
2.3733,0.296442,2.7200,3.472579,0.806869,-1.187169,0.046893
2.3715,0.296607,2.7222,3.469843,0.807121,-1.187193,0.046982
2.3696,0.296772,2.7244,3.467112,0.807373,-1.187216,0.047071
2.3677,0.296937,2.7267,3.464385,0.807625,-1.187240,0.047159
2.3659,0.297102,2.7289,3.461663,0.807877,-1.187263,0.047248
2.3640,0.297266,2.7311,3.458945,0.808128,-1.187286,0.047337
2.3621,0.297431,2.7334,3.456232,0.808380,-1.187309,0.047426
2.3603,0.297596,2.7356,3.453524,0.808632,-1.187332,0.047516
2.3584,0.297761,2.7378,3.450820,0.808883,-1.187355,0.047605
2.3565,0.297925,2.7401,3.448120,0.809135,-1.187377,0.047694
2.3547,0.298090,2.7423,3.445426,0.809386,-1.187399,0.047784
2.3528,0.298254,2.7445,3.442735,0.809637,-1.187422,0.047873
2.3510,0.298419,2.7468,3.440049,0.809888,-1.187444,0.047963
2.3491,0.298583,2.7490,3.437368,0.810139,-1.187465,0.048053
2.3473,0.298748,2.7512,3.434691,0.810390,-1.187487,0.048143
2.3455,0.298912,2.7535,3.432019,0.810641,-1.187509,0.048233
2.3436,0.299077,2.7557,3.429351,0.810892,-1.187530,0.048323
2.3418,0.299241,2.7580,3.426688,0.811142,-1.187551,0.048413
2.3400,0.299405,2.7602,3.424029,0.811393,-1.187572,0.048503
2.3381,0.299570,2.7624,3.421374,0.811643,-1.187593,0.048593
2.3363,0.299734,2.7647,3.418724,0.811894,-1.187614,0.048684
2.3345,0.299898,2.7669,3.416078,0.812144,-1.187635,0.048774
2.3326,0.300062,2.7691,3.413437,0.812394,-1.187655,0.048865
2.3308,0.300226,2.7714,3.410800,0.812645,-1.187676,0.048955
2.3290,0.300390,2.7736,3.408167,0.812895,-1.187696,0.049046
2.3272,0.300554,2.7758,3.405539,0.813145,-1.187716,0.049137
2.3254,0.300718,2.7781,3.402915,0.813394,-1.187736,0.049228
2.3236,0.300882,2.7803,3.400296,0.813644,-1.187755,0.049319
2.3217,0.301046,2.7825,3.397680,0.813894,-1.187775,0.049410
2.3199,0.301210,2.7848,3.395070,0.814144,-1.187794,0.049501
2.3181,0.301374,2.7870,3.392463,0.814393,-1.187813,0.049592
2.3163,0.301538,2.7892,3.389861,0.814642,-1.187832,0.049684
2.3145,0.301702,2.7915,3.387263,0.814892,-1.187851,0.049775
2.3127,0.301865,2.7937,3.384669,0.815141,-1.187870,0.049867
2.3109,0.302029,2.7959,3.382080,0.815390,-1.187889,0.049958
2.3091,0.302193,2.7982,3.379495,0.815639,-1.187907,0.050050
2.3074,0.302356,2.8004,3.376914,0.815888,-1.187925,0.050142
2.3056,0.302520,2.8027,3.374337,0.816137,-1.187943,0.050234
2.3038,0.302684,2.8049,3.371765,0.816386,-1.187961,0.050326
2.3020,0.302847,2.8071,3.369196,0.816635,-1.187979,0.050418
2.3002,0.303011,2.8094,3.366632,0.816883,-1.187997,0.050510
2.2984,0.303174,2.8116,3.364073,0.817132,-1.188014,0.050603
2.2967,0.303337,2.8138,3.361517,0.817380,-1.188032,0.050695
2.2949,0.303501,2.8161,3.358965,0.817628,-1.188049,0.050787
2.2931,0.303664,2.8183,3.356418,0.817877,-1.188066,0.050880
2.2913,0.303827,2.8205,3.353875,0.818125,-1.188083,0.050973
2.2896,0.303991,2.8228,3.351336,0.818373,-1.188100,0.051065
2.2878,0.304154,2.8250,3.348801,0.818621,-1.188116,0.051158
2.2860,0.304317,2.8272,3.346271,0.818869,-1.188133,0.051251
