# BH-FRW Full Evolution Sandbox v0.3
# log10(M/Msun)=22.5
# Om=0.3, Or=0.0001, H0=70
# log10(Ec2)=12, dTau=0.001, maxSteps=200000
# mode=QUANTUM, stopAtBounce=true
# OmegaL0=6.674188e-1, OmegaK=0.032481
# tau_today=0.954000 (where a=1)
# t_today_Gyr=13.326
# back_reason=bounce_boundary_reached, fwd_reason=a_stop_reached
# tau=0 at bounce; tau=tau_today at a=1 (today); tau increases into future
# ---
tau,a,E,E2_over_Ec2,mode
1.64000000e-1,2.65692347e-1,4.14036280e+0,1.71426041e-11,1
1.65000000e-1,2.66791433e-1,4.11602044e+0,1.69416243e-11,1
1.66000000e-1,2.67888585e-1,4.09197511e+0,1.67442603e-11,1
1.67000000e-1,2.68983820e-1,4.06822147e+0,1.65504260e-11,1
1.68000000e-1,2.70077157e-1,4.04475432e+0,1.63600375e-11,1
1.69000000e-1,2.71168612e-1,4.02156857e+0,1.61730137e-11,1
1.70000000e-1,2.72258203e-1,3.99865925e+0,1.59892758e-11,1
1.71000000e-1,2.73345948e-1,3.97602151e+0,1.58087470e-11,1
1.72000000e-1,2.74431862e-1,3.95365062e+0,1.56313532e-11,1
1.73000000e-1,2.75515964e-1,3.93154194e+0,1.54570220e-11,1
1.74000000e-1,2.76598268e-1,3.90969096e+0,1.52856834e-11,1
1.75000000e-1,2.77678791e-1,3.88809326e+0,1.51172692e-11,1
1.76000000e-1,2.78757550e-1,3.86674452e+0,1.49517132e-11,1
1.77000000e-1,2.79834560e-1,3.84564052e+0,1.47889510e-11,1
1.78000000e-1,2.80909837e-1,3.82477714e+0,1.46289202e-11,1
1.79000000e-1,2.81983396e-1,3.80415034e+0,1.44715598e-11,1
1.80000000e-1,2.83055252e-1,3.78375619e+0,1.43168109e-11,1
1.81000000e-1,2.84125420e-1,3.76359081e+0,1.41646158e-11,1
1.82000000e-1,2.85193916e-1,3.74365045e+0,1.40149187e-11,1
1.83000000e-1,2.86260753e-1,3.72393141e+0,1.38676651e-11,1
1.84000000e-1,2.87325947e-1,3.70443009e+0,1.37228023e-11,1
1.85000000e-1,2.88389511e-1,3.68514294e+0,1.35802785e-11,1
1.86000000e-1,2.89451461e-1,3.66606653e+0,1.34400438e-11,1
1.87000000e-1,2.90511808e-1,3.64719747e+0,1.33020494e-11,1
1.88000000e-1,2.91570569e-1,3.62853245e+0,1.31662477e-11,1
1.89000000e-1,2.92627755e-1,3.61006822e+0,1.30325926e-11,1
1.90000000e-1,2.93683382e-1,3.59180163e+0,1.29010389e-11,1
1.91000000e-1,2.94737461e-1,3.57372956e+0,1.27715429e-11,1
1.92000000e-1,2.95790006e-1,3.55584897e+0,1.26440619e-11,1
1.93000000e-1,2.96841030e-1,3.53815690e+0,1.25185542e-11,1
1.94000000e-1,2.97890547e-1,3.52065041e+0,1.23949793e-11,1
1.95000000e-1,2.98938568e-1,3.50332667e+0,1.22732977e-11,1
1.96000000e-1,2.99985106e-1,3.48618286e+0,1.21534709e-11,1
1.97000000e-1,3.01030174e-1,3.46921626e+0,1.20354614e-11,1
1.98000000e-1,3.02073784e-1,3.45242417e+0,1.19192326e-11,1
1.99000000e-1,3.03115948e-1,3.43580396e+0,1.18047488e-11,1
2.00000000e-1,3.04156679e-1,3.41935305e+0,1.16919753e-11,1
2.01000000e-1,3.05195987e-1,3.40306893e+0,1.15808781e-11,1
2.02000000e-1,3.06233885e-1,3.38694910e+0,1.14714242e-11,1
2.03000000e-1,3.07270385e-1,3.37099115e+0,1.13635813e-11,1
2.04000000e-1,3.08305497e-1,3.35519269e+0,1.12573180e-11,1
2.05000000e-1,3.09339234e-1,3.33955138e+0,1.11526034e-11,1
2.06000000e-1,3.10371606e-1,3.32406495e+0,1.10494078e-11,1
2.07000000e-1,3.11402625e-1,3.30873113e+0,1.09477017e-11,1
2.08000000e-1,3.12432302e-1,3.29354774e+0,1.08474567e-11,1
2.09000000e-1,3.13460647e-1,3.27851261e+0,1.07486449e-11,1
2.10000000e-1,3.14487671e-1,3.26362362e+0,1.06512391e-11,1
2.11000000e-1,3.15513386e-1,3.24887870e+0,1.05552128e-11,1
2.12000000e-1,3.16537801e-1,3.23427580e+0,1.04605400e-11,1
2.13000000e-1,3.17560928e-1,3.21981293e+0,1.03671953e-11,1
2.14000000e-1,3.18582776e-1,3.20548812e+0,1.02751541e-11,1
2.15000000e-1,3.19603355e-1,3.19129945e+0,1.01843922e-11,1
2.16000000e-1,3.20622676e-1,3.17724502e+0,1.00948859e-11,1
2.17000000e-1,3.21640749e-1,3.16332298e+0,1.00066123e-11,1
2.18000000e-1,3.22657584e-1,3.14953150e+0,9.91954868e-12,1
2.19000000e-1,3.23673190e-1,3.13586880e+0,9.83367315e-12,1
2.20000000e-1,3.24687578e-1,3.12233312e+0,9.74896414e-12,1
2.21000000e-1,3.25700756e-1,3.10892274e+0,9.66540061e-12,1
2.22000000e-1,3.26712735e-1,3.09563596e+0,9.58296200e-12,1
2.23000000e-1,3.27723524e-1,3.08247112e+0,9.50162819e-12,1
2.24000000e-1,3.28733132e-1,3.06942658e+0,9.42137953e-12,1
2.25000000e-1,3.29741569e-1,3.05650074e+0,9.34219680e-12,1
2.26000000e-1,3.30748843e-1,3.04369203e+0,9.26406119e-12,1
2.27000000e-1,3.31754965e-1,3.03099890e+0,9.18695432e-12,1
2.28000000e-1,3.32759942e-1,3.01841982e+0,9.11085820e-12,1
2.29000000e-1,3.33763784e-1,3.00595330e+0,9.03575524e-12,1
2.30000000e-1,3.34766499e-1,2.99359787e+0,8.96162822e-12,1
2.31000000e-1,3.35768097e-1,2.98135209e+0,8.88846030e-12,1
2.32000000e-1,3.36768586e-1,2.96921455e+0,8.81623502e-12,1
2.33000000e-1,3.37767974e-1,2.95718383e+0,8.74493623e-12,1
2.34000000e-1,3.38766270e-1,2.94525859e+0,8.67454816e-12,1
2.35000000e-1,3.39763483e-1,2.93343746e+0,8.60505536e-12,1
2.36000000e-1,3.40759621e-1,2.92171913e+0,8.53644270e-12,1
2.37000000e-1,3.41754691e-1,2.91010230e+0,8.46869539e-12,1
2.38000000e-1,3.42748703e-1,2.89858568e+0,8.40179893e-12,1
2.39000000e-1,3.43741665e-1,2.88716801e+0,8.33573913e-12,1
2.40000000e-1,3.44733584e-1,2.87584806e+0,8.27050209e-12,1
2.41000000e-1,3.45724468e-1,2.86462462e+0,8.20607421e-12,1
2.42000000e-1,3.46714326e-1,2.85349648e+0,8.14244215e-12,1
2.43000000e-1,3.47703165e-1,2.84246246e+0,8.07959286e-12,1
2.44000000e-1,3.48690993e-1,2.83152142e+0,8.01751355e-12,1
2.45000000e-1,3.49677818e-1,2.82067221e+0,7.95619170e-12,1
2.46000000e-1,3.50663647e-1,2.80991371e+0,7.89561503e-12,1
2.47000000e-1,3.51648487e-1,2.79924481e+0,7.83577152e-12,1
2.48000000e-1,3.52632348e-1,2.78866444e+0,7.77664937e-12,1
2.49000000e-1,3.53615235e-1,2.77817153e+0,7.71823704e-12,1
2.50000000e-1,3.54597156e-1,2.76776502e+0,7.66052322e-12,1
2.51000000e-1,3.55578118e-1,2.75744389e+0,7.60349681e-12,1
2.52000000e-1,3.56558130e-1,2.74720711e+0,7.54714693e-12,1
2.53000000e-1,3.57537197e-1,2.73705370e+0,7.49146293e-12,1
2.54000000e-1,3.58515327e-1,2.72698265e+0,7.43643435e-12,1
2.55000000e-1,3.59492528e-1,2.71699300e+0,7.38205096e-12,1
2.56000000e-1,3.60468805e-1,2.70708380e+0,7.32830270e-12,1
2.57000000e-1,3.61444167e-1,2.69725411e+0,7.27517971e-12,1
2.58000000e-1,3.62418619e-1,2.68750300e+0,7.22267235e-12,1
2.59000000e-1,3.63392170e-1,2.67782956e+0,7.17077114e-12,1
2.60000000e-1,3.64364825e-1,2.66823289e+0,7.11946677e-12,1
2.61000000e-1,3.65336591e-1,2.65871212e+0,7.06875014e-12,1
2.62000000e-1,3.66307475e-1,2.64926637e+0,7.01861231e-12,1
2.63000000e-1,3.67277483e-1,2.63989479e+0,6.96904450e-12,1
2.64000000e-1,3.68246623e-1,2.63059653e+0,6.92003809e-12,1
2.65000000e-1,3.69214901e-1,2.62137076e+0,6.87158466e-12,1
2.66000000e-1,3.70182322e-1,2.61221667e+0,6.82367591e-12,1
2.67000000e-1,3.71148894e-1,2.60313344e+0,6.77630370e-12,1
2.68000000e-1,3.72114623e-1,2.59412029e+0,6.72946007e-12,1
2.69000000e-1,3.73079515e-1,2.58517643e+0,6.68313717e-12,1
2.70000000e-1,3.74043576e-1,2.57630109e+0,6.63732731e-12,1
2.71000000e-1,3.75006813e-1,2.56749352e+0,6.59202296e-12,1
2.72000000e-1,3.75969232e-1,2.55875296e+0,6.54721669e-12,1
2.73000000e-1,3.76930839e-1,2.55007867e+0,6.50290125e-12,1
2.74000000e-1,3.77891639e-1,2.54146994e+0,6.45906948e-12,1
2.75000000e-1,3.78851640e-1,2.53292605e+0,6.41571438e-12,1
2.76000000e-1,3.79810846e-1,2.52444629e+0,6.37282906e-12,1
2.77000000e-1,3.80769265e-1,2.51602996e+0,6.33040676e-12,1
2.78000000e-1,3.81726901e-1,2.50767638e+0,6.28844084e-12,1
2.79000000e-1,3.82683760e-1,2.49938488e+0,6.24692478e-12,1
2.80000000e-1,3.83639849e-1,2.49115479e+0,6.20585218e-12,1
2.81000000e-1,3.84595173e-1,2.48298545e+0,6.16521674e-12,1
2.82000000e-1,3.85549738e-1,2.47487622e+0,6.12501228e-12,1
2.83000000e-1,3.86503550e-1,2.46682645e+0,6.08523274e-12,1
2.84000000e-1,3.87456613e-1,2.45883553e+0,6.04587215e-12,1
2.85000000e-1,3.88408934e-1,2.45090282e+0,6.00692465e-12,1
2.86000000e-1,3.89360519e-1,2.44302773e+0,5.96838449e-12,1
2.87000000e-1,3.90311372e-1,2.43520964e+0,5.93024599e-12,1
2.88000000e-1,3.91261500e-1,2.42744796e+0,5.89250361e-12,1
2.89000000e-1,3.92210907e-1,2.41974211e+0,5.85515188e-12,1
2.90000000e-1,3.93159599e-1,2.41209151e+0,5.81818544e-12,1
2.91000000e-1,3.94107581e-1,2.40449558e+0,5.78159899e-12,1
2.92000000e-1,3.95054859e-1,2.39695377e+0,5.74538736e-12,1
2.93000000e-1,3.96001438e-1,2.38946551e+0,5.70954545e-12,1
2.94000000e-1,3.96947323e-1,2.38203028e+0,5.67406824e-12,1
2.95000000e-1,3.97892520e-1,2.37464751e+0,5.63895080e-12,1
2.96000000e-1,3.98837033e-1,2.36731669e+0,5.60418829e-12,1
2.97000000e-1,3.99780868e-1,2.36003728e+0,5.56977595e-12,1
2.98000000e-1,4.00724029e-1,2.35280877e+0,5.53570909e-12,1
2.99000000e-1,4.01666522e-1,2.34563064e+0,5.50198311e-12,1
3.00000000e-1,4.02608352e-1,2.33850240e+0,5.46859347e-12,1
3.01000000e-1,4.03549524e-1,2.33142354e+0,5.43553573e-12,1
3.02000000e-1,4.04490043e-1,2.32439357e+0,5.40280549e-12,1
3.03000000e-1,4.05429913e-1,2.31741202e+0,5.37039846e-12,1
3.04000000e-1,4.06369140e-1,2.31047839e+0,5.33831039e-12,1
3.05000000e-1,4.07307728e-1,2.30359222e+0,5.30653712e-12,1
3.06000000e-1,4.08245682e-1,2.29675304e+0,5.27507454e-12,1
3.07000000e-1,4.09183007e-1,2.28996040e+0,5.24391862e-12,1
3.08000000e-1,4.10119708e-1,2.28321383e+0,5.21306539e-12,1
3.09000000e-1,4.11055790e-1,2.27651289e+0,5.18251096e-12,1
3.10000000e-1,4.11991257e-1,2.26985715e+0,5.15225146e-12,1
3.11000000e-1,4.12926113e-1,2.26324615e+0,5.12228313e-12,1
3.12000000e-1,4.13860364e-1,2.25667947e+0,5.09260224e-12,1
3.13000000e-1,4.14794014e-1,2.25015669e+0,5.06320514e-12,1
3.14000000e-1,4.15727068e-1,2.24367739e+0,5.03408822e-12,1
3.15000000e-1,4.16659530e-1,2.23724114e+0,5.00524794e-12,1
3.16000000e-1,4.17591404e-1,2.23084755e+0,4.97668080e-12,1
3.17000000e-1,4.18522696e-1,2.22449621e+0,4.94838337e-12,1
3.18000000e-1,4.19453409e-1,2.21818671e+0,4.92035227e-12,1
3.19000000e-1,4.20383548e-1,2.21191866e+0,4.89258417e-12,1
3.20000000e-1,4.21313118e-1,2.20569168e+0,4.86507580e-12,1
3.21000000e-1,4.22242123e-1,2.19950538e+0,4.83782394e-12,1
3.22000000e-1,4.23170566e-1,2.19335939e+0,4.81082539e-12,1
3.23000000e-1,4.24098454e-1,2.18725331e+0,4.78407705e-12,1
3.24000000e-1,4.25025789e-1,2.18118679e+0,4.75757583e-12,1
3.25000000e-1,4.25952576e-1,2.17515947e+0,4.73131870e-12,1
3.26000000e-1,4.26878819e-1,2.16917097e+0,4.70530268e-12,1
3.27000000e-1,4.27804522e-1,2.16322094e+0,4.67952482e-12,1
3.28000000e-1,4.28729691e-1,2.15730903e+0,4.65398224e-12,1
3.29000000e-1,4.29654328e-1,2.15143489e+0,4.62867207e-12,1
3.30000000e-1,4.30578438e-1,2.14559817e+0,4.60359153e-12,1
3.31000000e-1,4.31502025e-1,2.13979855e+0,4.57873783e-12,1
3.32000000e-1,4.32425093e-1,2.13403567e+0,4.55410826e-12,1
3.33000000e-1,4.33347647e-1,2.12830922e+0,4.52970013e-12,1
3.34000000e-1,4.34269690e-1,2.12261886e+0,4.50551081e-12,1
3.35000000e-1,4.35191226e-1,2.11696426e+0,4.48153768e-12,1
3.36000000e-1,4.36112259e-1,2.11134511e+0,4.45777819e-12,1
3.37000000e-1,4.37032793e-1,2.10576110e+0,4.43422980e-12,1
3.38000000e-1,4.37952833e-1,2.10021190e+0,4.41089002e-12,1
3.39000000e-1,4.38872381e-1,2.09469721e+0,4.38775642e-12,1
3.40000000e-1,4.39791443e-1,2.08921673e+0,4.36482655e-12,1
3.41000000e-1,4.40710021e-1,2.08377016e+0,4.34209806e-12,1
3.42000000e-1,4.41628120e-1,2.07835718e+0,4.31956858e-12,1
3.43000000e-1,4.42545744e-1,2.07297752e+0,4.29723581e-12,1
3.44000000e-1,4.43462896e-1,2.06763088e+0,4.27509747e-12,1
3.45000000e-1,4.44379580e-1,2.06231697e+0,4.25315130e-12,1
3.46000000e-1,4.45295799e-1,2.05703551e+0,4.23139511e-12,1
3.47000000e-1,4.46211559e-1,2.05178622e+0,4.20982669e-12,1
3.48000000e-1,4.47126862e-1,2.04656882e+0,4.18844392e-12,1
3.49000000e-1,4.48041711e-1,2.04138302e+0,4.16724465e-12,1
3.50000000e-1,4.48956112e-1,2.03622858e+0,4.14622681e-12,1
3.51000000e-1,4.49870066e-1,2.03110520e+0,4.12538834e-12,1
3.52000000e-1,4.50783579e-1,2.02601263e+0,4.10472720e-12,1
3.53000000e-1,4.51696653e-1,2.02095061e+0,4.08424138e-12,1
