# BH-FRW Full Evolution Sandbox v0.3
# log10(M/Msun)=22.5
# Om=0.3, Or=0.0001, H0=70
# log10(Ec2)=8, dTau=0.001, maxSteps=200000
# mode=QUANTUM, stopAtBounce=true
# OmegaL0=6.674188e-1, OmegaK=0.032481
# tau_today=0.954000 (where a=1)
# t_today_Gyr=13.326
# back_reason=bounce_boundary_reached, fwd_reason=a_stop_reached
# tau=0 at bounce; tau=tau_today at a=1 (today); tau increases into future
# ---
tau,a,E,E2_over_Ec2,mode
9.70000000e-2,1.86388897e-1,6.92929175e+0,4.80151072e-7,1
9.80000000e-2,1.87678336e-1,6.85942054e+0,4.70516723e-7,1
9.90000000e-2,1.88963625e-1,6.79096733e+0,4.61172585e-7,1
1.00000000e-1,1.90244826e-1,6.72388956e+0,4.52107112e-7,1
1.01000000e-1,1.91521995e-1,6.65814637e+0,4.43309327e-7,1
1.02000000e-1,1.92795188e-1,6.59369849e+0,4.34768787e-7,1
1.03000000e-1,1.94064460e-1,6.53050820e+0,4.26475556e-7,1
1.04000000e-1,1.95329866e-1,6.46853921e+0,4.18420170e-7,1
1.05000000e-1,1.96591457e-1,6.40775662e+0,4.10593617e-7,1
1.06000000e-1,1.97849286e-1,6.34812683e+0,4.02987305e-7,1
1.07000000e-1,1.99103401e-1,6.28961754e+0,3.95593044e-7,1
1.08000000e-1,2.00353853e-1,6.23219760e+0,3.88403020e-7,1
1.09000000e-1,2.01600690e-1,6.17583703e+0,3.81409776e-7,1
1.10000000e-1,2.02843958e-1,6.12050693e+0,3.74606191e-7,1
1.11000000e-1,2.04083705e-1,6.06617945e+0,3.67985467e-7,1
1.12000000e-1,2.05319975e-1,6.01282772e+0,3.61541103e-7,1
1.13000000e-1,2.06552812e-1,5.96042585e+0,3.55266889e-7,1
1.14000000e-1,2.07782259e-1,5.90894882e+0,3.49156883e-7,1
1.15000000e-1,2.09008360e-1,5.85837251e+0,3.43205402e-7,1
1.16000000e-1,2.10231157e-1,5.80867361e+0,3.37407005e-7,1
1.17000000e-1,2.11450688e-1,5.75982964e+0,3.31756485e-7,1
1.18000000e-1,2.12666996e-1,5.71181885e+0,3.26248852e-7,1
1.19000000e-1,2.13880119e-1,5.66462024e+0,3.20879327e-7,1
1.20000000e-1,2.15090095e-1,5.61821349e+0,3.15643328e-7,1
1.21000000e-1,2.16296962e-1,5.57257897e+0,3.10536460e-7,1
1.22000000e-1,2.17500758e-1,5.52769770e+0,3.05554512e-7,1
1.23000000e-1,2.18701519e-1,5.48355129e+0,3.00693438e-7,1
1.24000000e-1,2.19899280e-1,5.44012197e+0,2.95949358e-7,1
1.25000000e-1,2.21094076e-1,5.39739252e+0,2.91318545e-7,1
1.26000000e-1,2.22285943e-1,5.35534628e+0,2.86797420e-7,1
1.27000000e-1,2.23474913e-1,5.31396711e+0,2.82382544e-7,1
1.28000000e-1,2.24661019e-1,5.27323937e+0,2.78070612e-7,1
1.29000000e-1,2.25844295e-1,5.23314792e+0,2.73858446e-7,1
1.30000000e-1,2.27024772e-1,5.19367806e+0,2.69742990e-7,1
1.31000000e-1,2.28202482e-1,5.15481556e+0,2.65721305e-7,1
1.32000000e-1,2.29377455e-1,5.11654662e+0,2.61790562e-7,1
1.33000000e-1,2.30549723e-1,5.07885785e+0,2.57948037e-7,1
1.34000000e-1,2.31719314e-1,5.04173625e+0,2.54191109e-7,1
1.35000000e-1,2.32886258e-1,5.00516922e+0,2.50517252e-7,1
1.36000000e-1,2.34050584e-1,4.96914454e+0,2.46924035e-7,1
1.37000000e-1,2.35212320e-1,4.93365031e+0,2.43409113e-7,1
1.38000000e-1,2.36371495e-1,4.89867502e+0,2.39970227e-7,1
1.39000000e-1,2.37528135e-1,4.86420745e+0,2.36605197e-7,1
1.40000000e-1,2.38682267e-1,4.83023673e+0,2.33311923e-7,1
1.41000000e-1,2.39833918e-1,4.79675228e+0,2.30088378e-7,1
1.42000000e-1,2.40983115e-1,4.76374384e+0,2.26932605e-7,1
1.43000000e-1,2.42129882e-1,4.73120141e+0,2.23842718e-7,1
1.44000000e-1,2.43274245e-1,4.69911529e+0,2.20816894e-7,1
1.45000000e-1,2.44416229e-1,4.66747603e+0,2.17853373e-7,1
1.46000000e-1,2.45555859e-1,4.63627446e+0,2.14950455e-7,1
1.47000000e-1,2.46693158e-1,4.60550164e+0,2.12106498e-7,1
1.48000000e-1,2.47828151e-1,4.57514887e+0,2.09319916e-7,1
1.49000000e-1,2.48960860e-1,4.54520770e+0,2.06589173e-7,1
1.50000000e-1,2.50091308e-1,4.51566990e+0,2.03912788e-7,1
1.51000000e-1,2.51219519e-1,4.48652746e+0,2.01289327e-7,1
1.52000000e-1,2.52345515e-1,4.45777256e+0,1.98717402e-7,1
1.53000000e-1,2.53469317e-1,4.42939762e+0,1.96195671e-7,1
1.54000000e-1,2.54590948e-1,4.40139522e+0,1.93722837e-7,1
1.55000000e-1,2.55710428e-1,4.37375817e+0,1.91297642e-7,1
1.56000000e-1,2.56827779e-1,4.34647942e+0,1.88918869e-7,1
1.57000000e-1,2.57943022e-1,4.31955214e+0,1.86585342e-7,1
1.58000000e-1,2.59056176e-1,4.29296965e+0,1.84295918e-7,1
1.59000000e-1,2.60167263e-1,4.26672545e+0,1.82049494e-7,1
1.60000000e-1,2.61276301e-1,4.24081319e+0,1.79844997e-7,1
1.61000000e-1,2.62383311e-1,4.21522668e+0,1.77681391e-7,1
1.62000000e-1,2.63488312e-1,4.18995990e+0,1.75557671e-7,1
1.63000000e-1,2.64591322e-1,4.16500696e+0,1.73472860e-7,1
1.64000000e-1,2.65692361e-1,4.14036212e+0,1.71426014e-7,1
1.65000000e-1,2.66791448e-1,4.11601977e+0,1.69416216e-7,1
1.66000000e-1,2.67888599e-1,4.09197445e+0,1.67442577e-7,1
1.67000000e-1,2.68983834e-1,4.06822083e+0,1.65504235e-7,1
1.68000000e-1,2.70077171e-1,4.04475369e+0,1.63600351e-7,1
1.69000000e-1,2.71168626e-1,4.02156795e+0,1.61730114e-7,1
1.70000000e-1,2.72258217e-1,3.99865864e+0,1.59892734e-7,1
1.71000000e-1,2.73345962e-1,3.97602091e+0,1.58087448e-7,1
1.72000000e-1,2.74431876e-1,3.95365003e+0,1.56313510e-7,1
1.73000000e-1,2.75515977e-1,3.93154136e+0,1.54570199e-7,1
1.74000000e-1,2.76598281e-1,3.90969039e+0,1.52856813e-7,1
1.75000000e-1,2.77678805e-1,3.88809270e+0,1.51172671e-7,1
1.76000000e-1,2.78757564e-1,3.86674397e+0,1.49517112e-7,1
1.77000000e-1,2.79834573e-1,3.84563998e+0,1.47889491e-7,1
1.78000000e-1,2.80909850e-1,3.82477661e+0,1.46289183e-7,1
1.79000000e-1,2.81983409e-1,3.80414982e+0,1.44715580e-7,1
1.80000000e-1,2.83055265e-1,3.78375567e+0,1.43168090e-7,1
1.81000000e-1,2.84125433e-1,3.76359030e+0,1.41646140e-7,1
1.82000000e-1,2.85193928e-1,3.74364995e+0,1.40149169e-7,1
1.83000000e-1,2.86260766e-1,3.72393092e+0,1.38676634e-7,1
1.84000000e-1,2.87325960e-1,3.70442960e+0,1.37228006e-7,1
1.85000000e-1,2.88389524e-1,3.68514247e+0,1.35802769e-7,1
1.86000000e-1,2.89451473e-1,3.66606607e+0,1.34400422e-7,1
1.87000000e-1,2.90511821e-1,3.64719701e+0,1.33020478e-7,1
1.88000000e-1,2.91570581e-1,3.62853199e+0,1.31662462e-7,1
1.89000000e-1,2.92627767e-1,3.61006778e+0,1.30325911e-7,1
1.90000000e-1,2.93683394e-1,3.59180119e+0,1.29010375e-7,1
1.91000000e-1,2.94737473e-1,3.57372913e+0,1.27715415e-7,1
1.92000000e-1,2.95790018e-1,3.55584855e+0,1.26440605e-7,1
1.93000000e-1,2.96841042e-1,3.53815648e+0,1.25185528e-7,1
1.94000000e-1,2.97890558e-1,3.52065000e+0,1.23949780e-7,1
1.95000000e-1,2.98938579e-1,3.50332626e+0,1.22732964e-7,1
1.96000000e-1,2.99985118e-1,3.48618246e+0,1.21534696e-7,1
1.97000000e-1,3.01030186e-1,3.46921586e+0,1.20354602e-7,1
1.98000000e-1,3.02073795e-1,3.45242378e+0,1.19192314e-7,1
1.99000000e-1,3.03115959e-1,3.43580358e+0,1.18047476e-7,1
2.00000000e-1,3.04156690e-1,3.41935268e+0,1.16919741e-7,1
2.01000000e-1,3.05195998e-1,3.40306856e+0,1.15808770e-7,1
2.02000000e-1,3.06233896e-1,3.38694874e+0,1.14714231e-7,1
2.03000000e-1,3.07270395e-1,3.37099079e+0,1.13635802e-7,1
2.04000000e-1,3.08305508e-1,3.35519234e+0,1.12573169e-7,1
2.05000000e-1,3.09339244e-1,3.33955104e+0,1.11526024e-7,1
2.06000000e-1,3.10371617e-1,3.32406460e+0,1.10494067e-7,1
2.07000000e-1,3.11402636e-1,3.30873079e+0,1.09477007e-7,1
2.08000000e-1,3.12432312e-1,3.29354741e+0,1.08474557e-7,1
2.09000000e-1,3.13460657e-1,3.27851228e+0,1.07486439e-7,1
2.10000000e-1,3.14487682e-1,3.26362330e+0,1.06512382e-7,1
2.11000000e-1,3.15513397e-1,3.24887838e+0,1.05552118e-7,1
2.12000000e-1,3.16537812e-1,3.23427549e+0,1.04605390e-7,1
2.13000000e-1,3.17560938e-1,3.21981262e+0,1.03671944e-7,1
2.14000000e-1,3.18582786e-1,3.20548782e+0,1.02751532e-7,1
2.15000000e-1,3.19603365e-1,3.19129915e+0,1.01843913e-7,1
2.16000000e-1,3.20622686e-1,3.17724472e+0,1.00948850e-7,1
2.17000000e-1,3.21640759e-1,3.16332268e+0,1.00066114e-7,1
2.18000000e-1,3.22657594e-1,3.14953121e+0,9.91954784e-8,1
2.19000000e-1,3.23673200e-1,3.13586852e+0,9.83367232e-8,1
2.20000000e-1,3.24687587e-1,3.12233284e+0,9.74896333e-8,1
2.21000000e-1,3.25700766e-1,3.10892246e+0,9.66539981e-8,1
2.22000000e-1,3.26712745e-1,3.09563569e+0,9.58296121e-8,1
2.23000000e-1,3.27723534e-1,3.08247085e+0,9.50162742e-8,1
2.24000000e-1,3.28733142e-1,3.06942631e+0,9.42137878e-8,1
2.25000000e-1,3.29741578e-1,3.05650048e+0,9.34219606e-8,1
2.26000000e-1,3.30748853e-1,3.04369177e+0,9.26406047e-8,1
2.27000000e-1,3.31754974e-1,3.03099864e+0,9.18695361e-8,1
2.28000000e-1,3.32759951e-1,3.01841956e+0,9.11085750e-8,1
2.29000000e-1,3.33763793e-1,3.00595305e+0,9.03575455e-8,1
2.30000000e-1,3.34766508e-1,2.99359762e+0,8.96162754e-8,1
2.31000000e-1,3.35768106e-1,2.98135185e+0,8.88845964e-8,1
2.32000000e-1,3.36768595e-1,2.96921430e+0,8.81623437e-8,1
2.33000000e-1,3.37767983e-1,2.95718360e+0,8.74493559e-8,1
2.34000000e-1,3.38766279e-1,2.94525836e+0,8.67454753e-8,1
2.35000000e-1,3.39763492e-1,2.93343723e+0,8.60505474e-8,1
2.36000000e-1,3.40759629e-1,2.92171891e+0,8.53644210e-8,1
2.37000000e-1,3.41754700e-1,2.91010207e+0,8.46869479e-8,1
2.38000000e-1,3.42748712e-1,2.89858545e+0,8.40179834e-8,1
2.39000000e-1,3.43741674e-1,2.88716779e+0,8.33573855e-8,1
2.40000000e-1,3.44733592e-1,2.87584785e+0,8.27050152e-8,1
2.41000000e-1,3.45724477e-1,2.86462440e+0,8.20607365e-8,1
2.42000000e-1,3.46714335e-1,2.85349627e+0,8.14244160e-8,1
2.43000000e-1,3.47703174e-1,2.84246225e+0,8.07959232e-8,1
2.44000000e-1,3.48691001e-1,2.83152121e+0,8.01751302e-8,1
2.45000000e-1,3.49677826e-1,2.82067200e+0,7.95619118e-8,1
2.46000000e-1,3.50663655e-1,2.80991350e+0,7.89561452e-8,1
2.47000000e-1,3.51648496e-1,2.79924461e+0,7.83577101e-8,1
2.48000000e-1,3.52632356e-1,2.78866424e+0,7.77664887e-8,1
2.49000000e-1,3.53615243e-1,2.77817133e+0,7.71823656e-8,1
2.50000000e-1,3.54597164e-1,2.76776483e+0,7.66052274e-8,1
2.51000000e-1,3.55578126e-1,2.75744370e+0,7.60349634e-8,1
2.52000000e-1,3.56558138e-1,2.74720693e+0,7.54714647e-8,1
2.53000000e-1,3.57537205e-1,2.73705351e+0,7.49146247e-8,1
2.54000000e-1,3.58515335e-1,2.72698246e+0,7.43643391e-8,1
2.55000000e-1,3.59492536e-1,2.71699282e+0,7.38205052e-8,1
2.56000000e-1,3.60468813e-1,2.70708362e+0,7.32830226e-8,1
2.57000000e-1,3.61444175e-1,2.69725393e+0,7.27517929e-8,1
2.58000000e-1,3.62418627e-1,2.68750282e+0,7.22267193e-8,1
2.59000000e-1,3.63392177e-1,2.67782938e+0,7.17077072e-8,1
2.60000000e-1,3.64364832e-1,2.66823272e+0,7.11946637e-8,1
2.61000000e-1,3.65336598e-1,2.65871195e+0,7.06874974e-8,1
2.62000000e-1,3.66307482e-1,2.64926620e+0,7.01861192e-8,1
2.63000000e-1,3.67277491e-1,2.63989462e+0,6.96904411e-8,1
2.64000000e-1,3.68246631e-1,2.63059636e+0,6.92003771e-8,1
2.65000000e-1,3.69214908e-1,2.62137060e+0,6.87158428e-8,1
2.66000000e-1,3.70182330e-1,2.61221651e+0,6.82367554e-8,1
2.67000000e-1,3.71148902e-1,2.60313328e+0,6.77630334e-8,1
2.68000000e-1,3.72114630e-1,2.59412013e+0,6.72945971e-8,1
2.69000000e-1,3.73079522e-1,2.58517627e+0,6.68313681e-8,1
2.70000000e-1,3.74043584e-1,2.57630094e+0,6.63732696e-8,1
2.71000000e-1,3.75006821e-1,2.56749337e+0,6.59202261e-8,1
2.72000000e-1,3.75969239e-1,2.55875281e+0,6.54721636e-8,1
2.73000000e-1,3.76930846e-1,2.55007853e+0,6.50290092e-8,1
2.74000000e-1,3.77891646e-1,2.54146980e+0,6.45906915e-8,1
2.75000000e-1,3.78851647e-1,2.53292591e+0,6.41571406e-8,1
2.76000000e-1,3.79810853e-1,2.52444614e+0,6.37282874e-8,1
2.77000000e-1,3.80769272e-1,2.51602982e+0,6.33040644e-8,1
2.78000000e-1,3.81726908e-1,2.50767624e+0,6.28844053e-8,1
2.79000000e-1,3.82683767e-1,2.49938474e+0,6.24692448e-8,1
2.80000000e-1,3.83639856e-1,2.49115465e+0,6.20585188e-8,1
2.81000000e-1,3.84595180e-1,2.48298531e+0,6.16521644e-8,1
2.82000000e-1,3.85549745e-1,2.47487608e+0,6.12501199e-8,1
2.83000000e-1,3.86503557e-1,2.46682632e+0,6.08523246e-8,1
2.84000000e-1,3.87456620e-1,2.45883540e+0,6.04587187e-8,1
2.85000000e-1,3.88408941e-1,2.45090269e+0,6.00692438e-8,1
2.86000000e-1,3.89360526e-1,2.44302760e+0,5.96838421e-8,1
2.87000000e-1,3.90311379e-1,2.43520951e+0,5.93024572e-8,1
2.88000000e-1,3.91261506e-1,2.42744784e+0,5.89250335e-8,1
2.89000000e-1,3.92210913e-1,2.41974199e+0,5.85515162e-8,1
2.90000000e-1,3.93159605e-1,2.41209138e+0,5.81818518e-8,1
2.91000000e-1,3.94107588e-1,2.40449546e+0,5.78159874e-8,1
2.92000000e-1,3.95054866e-1,2.39695365e+0,5.74538711e-8,1
2.93000000e-1,3.96001445e-1,2.38946540e+0,5.70954520e-8,1
2.94000000e-1,3.96947330e-1,2.38203016e+0,5.67406799e-8,1
2.95000000e-1,3.97892526e-1,2.37464739e+0,5.63895056e-8,1
2.96000000e-1,3.98837039e-1,2.36731657e+0,5.60418806e-8,1
2.97000000e-1,3.99780874e-1,2.36003716e+0,5.56977572e-8,1
2.98000000e-1,4.00724035e-1,2.35280865e+0,5.53570886e-8,1
2.99000000e-1,4.01666529e-1,2.34563053e+0,5.50198288e-8,1
3.00000000e-1,4.02608359e-1,2.33850229e+0,5.46859325e-8,1
3.01000000e-1,4.03549530e-1,2.33142343e+0,5.43553550e-8,1
3.02000000e-1,4.04490049e-1,2.32439347e+0,5.40280527e-8,1
3.03000000e-1,4.05429919e-1,2.31741191e+0,5.37039824e-8,1
3.04000000e-1,4.06369146e-1,2.31047828e+0,5.33831018e-8,1
3.05000000e-1,4.07307734e-1,2.30359211e+0,5.30653691e-8,1
3.06000000e-1,4.08245688e-1,2.29675294e+0,5.27507433e-8,1
3.07000000e-1,4.09183013e-1,2.28996029e+0,5.24391842e-8,1
3.08000000e-1,4.10119715e-1,2.28321373e+0,5.21306519e-8,1
3.09000000e-1,4.11055796e-1,2.27651279e+0,5.18251076e-8,1
3.10000000e-1,4.11991263e-1,2.26985704e+0,5.15225127e-8,1
3.11000000e-1,4.12926119e-1,2.26324605e+0,5.12228294e-8,1
3.12000000e-1,4.13860370e-1,2.25667937e+0,5.09260206e-8,1
3.13000000e-1,4.14794020e-1,2.25015659e+0,5.06320496e-8,1
3.14000000e-1,4.15727074e-1,2.24367729e+0,5.03408804e-8,1
3.15000000e-1,4.16659536e-1,2.23724105e+0,5.00524775e-8,1
3.16000000e-1,4.17591410e-1,2.23084746e+0,4.97668062e-8,1
3.17000000e-1,4.18522702e-1,2.22449611e+0,4.94838319e-8,1
3.18000000e-1,4.19453415e-1,2.21818661e+0,4.92035209e-8,1
3.19000000e-1,4.20383554e-1,2.21191857e+0,4.89258400e-8,1
3.20000000e-1,4.21313124e-1,2.20569159e+0,4.86507563e-8,1
3.21000000e-1,4.22242128e-1,2.19950529e+0,4.83782377e-8,1
3.22000000e-1,4.23170572e-1,2.19335930e+0,4.81082523e-8,1
3.23000000e-1,4.24098459e-1,2.18725322e+0,4.78407689e-8,1
3.24000000e-1,4.25025794e-1,2.18118671e+0,4.75757567e-8,1
3.25000000e-1,4.25952581e-1,2.17515938e+0,4.73131854e-8,1
3.26000000e-1,4.26878824e-1,2.16917088e+0,4.70530252e-8,1
3.27000000e-1,4.27804528e-1,2.16322085e+0,4.67952467e-8,1
3.28000000e-1,4.28729696e-1,2.15730894e+0,4.65398208e-8,1
3.29000000e-1,4.29654333e-1,2.15143480e+0,4.62867192e-8,1
3.30000000e-1,4.30578444e-1,2.14559809e+0,4.60359138e-8,1
3.31000000e-1,4.31502031e-1,2.13979847e+0,4.57873768e-8,1
3.32000000e-1,4.32425099e-1,2.13403559e+0,4.55410812e-8,1
3.33000000e-1,4.33347652e-1,2.12830914e+0,4.52969999e-8,1
3.34000000e-1,4.34269695e-1,2.12261877e+0,4.50551067e-8,1
3.35000000e-1,4.35191231e-1,2.11696418e+0,4.48153754e-8,1
3.36000000e-1,4.36112264e-1,2.11134503e+0,4.45777805e-8,1
3.37000000e-1,4.37032799e-1,2.10576102e+0,4.43422966e-8,1
3.38000000e-1,4.37952838e-1,2.10021182e+0,4.41088989e-8,1
3.39000000e-1,4.38872387e-1,2.09469714e+0,4.38775628e-8,1
3.40000000e-1,4.39791448e-1,2.08921666e+0,4.36482642e-8,1
3.41000000e-1,4.40710027e-1,2.08377008e+0,4.34209793e-8,1
3.42000000e-1,4.41628126e-1,2.07835711e+0,4.31956845e-8,1
3.43000000e-1,4.42545749e-1,2.07297745e+0,4.29723568e-8,1
3.44000000e-1,4.43462901e-1,2.06763081e+0,4.27509734e-8,1
3.45000000e-1,4.44379585e-1,2.06231690e+0,4.25315118e-8,1
3.46000000e-1,4.45295805e-1,2.05703544e+0,4.23139498e-8,1
3.47000000e-1,4.46211564e-1,2.05178615e+0,4.20982657e-8,1
3.48000000e-1,4.47126867e-1,2.04656874e+0,4.18844380e-8,1
3.49000000e-1,4.48041716e-1,2.04138295e+0,4.16724453e-8,1
3.50000000e-1,4.48956117e-1,2.03622851e+0,4.14622670e-8,1
3.51000000e-1,4.49870071e-1,2.03110513e+0,4.12538822e-8,1
3.52000000e-1,4.50783584e-1,2.02601257e+0,4.10472708e-8,1
3.53000000e-1,4.51696658e-1,2.02095055e+0,4.08424127e-8,1
